"node_id","name","country_codes","countries","sourceID","valid_until","note"
"85009456","POTOSHI CLEANER N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Liquidation date."
"85009662","CAMPANA FAST FOODS N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85009739","JORDY'S N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85009819","TANKI LEENDERT APARTMENTS N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85009825","SHIVAS N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85009834","ROMI ENTERPRISES N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date."
"85009994","GALERAS N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85010058","SPRITZER & FUHRMANN ARUBA N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85010082","SATKAR CENTER N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85010105","PRINT EXPRESS N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85010113","RPM PIZZA ARUBA N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85010132","SUPERCAR RENTALS N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85010143","MICHELLE","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date."
"85010149","COLONY FOOD SERVICES N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Liquidation date."
"85010190","PACIFICO GROCERY & RESTAURANT N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85010273","MODE D'EUROPE N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85010353","T.M.T. FOOD N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85010372","NICITA DEVELOPMENT ARUBA N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date."
"85010422","A & E FOOD AND BEVERAGE SERVICES N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"85010471","ROMESA IMPORT & EXPORT N.V.","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016",""
"80000012","GROUP - Ansbacher & Co (UK/Channel Is)","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80004686","AAK Company Ltd.","BMU;IMN","Bermuda;Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80008912","Appleby Group (Mauritius)","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010195","Chemsa Ltd.","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010320","Marks & Spencer (Isle of Man) Pension Scheme Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010328","Brunswick Gardens Limited","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010329","Crucible Insurance Company Limited","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010333","Habib European Bank Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010338","Lan Fong Foundation Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010339","Lotpat Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010354","Castletown and District Over 60's Club","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010355","Christopher Insurance Company Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010360","Manx Sports Aid Foundation","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010361","Pembroke Insurance Company Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010366","Ruthlands Ltd.","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010367","Abrahams Consolidated Limited","IMN;GBR","Isle of Man;United Kingdom","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010369","Marsh (Isle of Man) Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010375","Prime Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010392","Greatways Investments Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010400","Sermar Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010401","FMG Services Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010418","Zurich Bank International Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010428","Biosil Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010436","Wish Upon a Dream","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010455","The Eleanor Davies Trust","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010459","Jacton Properties Limited","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010475","Principle Energy Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010477","Tolmain Advisory Services Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010483","Manx Mencap","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010486","China Central Properties Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010487","Calabrese Holdings Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010488","Argon Technologies Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010490","Society of Trust and Estate Practitioners (Isle of Man) Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010491","Penfolds Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010499","The Fairway Partnership","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010500","The Palmerston Partnership","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010501","The Beaghmor Partnership","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010521","RSA Isle of Man No.1 Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010523","Kazakhstan Kagazy Plc","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010524","The Abode Partnership","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010525","DLS Properties Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010537","ALG Trustee Limited - Isle of Man","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010539","Argo Group Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010541","Playtech Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010544","Nexus Financial Services W.L.L.","BHR","Bahrain","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010555","Vellon Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010572","Econergy International Plc","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010589","Nationwide (Isle of Man) Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010606","Jerone Properties Limited","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010608","Parima Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010623","Royal Insurance Service Company (Isle of Man) Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010624","DLS Investments Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010625","Hunter Resources Plc","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010684","Morland Enterprises Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010686","The T T Grime Will Trust","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010690","Denby Property Investments Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010695","Baccarat Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010697","Creation London Residential IoM PCC Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80010699","Powertech Plc","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80011244","The Wimbledon Fund, SPC","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80011498","Tanager SPC","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80011653","BIAS Global Portfolios, SPC","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80011720","APOLLON ART INVESTMENT COMPANY SPC","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80012047","Renaissance Russia Master Fund SPC","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80012380","Trader Capital Fund SPC","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80012704","Freeport Development Corp.","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013070","TCM MPS Ltd. SPC","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013219","Vasco Strategic Fund SPC","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013415","Ralph Ellis Limited","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013443","South Coast Limited","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013448","Lido Finance Corporation","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013480","Chesterdale Investments Limited","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013487","A.C. Investments (Cayman) Limited","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013503","SUNSET MARITIME LIMITED","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013519","The Company Ltd.","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013555","THE BARRASPUR TRUST","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013557","DAB TRUST DECLARATION OF TRUST","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013600","Green Meadow Trust","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013601","The Los Condores Discretionary Trust","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013623","The Hambly Trust","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013648","M.J. Knight Trust","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013650","A.C. Wates 1971 Settlement","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013655","The Esquire Trust","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013659","Pine Tree Trust","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013661","Global Educational Trust No.1","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013693","MACAJA Trust","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013700","The Niemo II Trust","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013775","Myers & Alberga - ABATCO TRUST","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013815","Isle of Man Bank Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013820","PELICAN INVESTMENT CO. LTD","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013824","Kolad Investments - ABATCO TRUST","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013840","The Gloriannaco Purpose Trust","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013841","The Soren Purpose Trust","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013920","Transcontinental Company Ltd","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80013964","DQ Entertainment Plc","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80014301","Appleby Holdings (Guernsey) Limited - Guernsey","GGY","Guernsey","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80014313","Cuprum Resources Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80014372","New Century Hotel Group Limited 開元酒店集團有限公司","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80014397","Zverinata Advokata Andra Grutupa Birojs","LVA","Latvia","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80014599","Power India Plc","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80014600","Caravanserai","CYM","Cayman Islands","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80014694","Emerald Atlant.Is Limited","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80014742","Cartouche Limited","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80014752","Finevo Fund SPC","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80014801","Remember Me","IMN","Isle of Man","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015733","Group - Aggreko plc Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015734","Group - AIG-CET Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015735","Group - Alpha Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015737","Group - Appleby Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015738","Group - W&G Baird Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015739","Group - John Bassadone Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015740","Group - James Bedford Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015742","Group - Billingham Manor Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015743","Group - Philip Binfield matters Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015744","Group - Jurat Michael Bonn Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015745","Group - Broad Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015746","Group - Burano Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015747","Group - The AB Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015748","Group - Churston Heard Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015749","Group - Glegg Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015750","Group - Cocolas Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015751","Group - Comet Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015752","Group - Cortez Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015753","Group - John Daleymount Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015754","Group - Dandara Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015755","Group - Michael Dee Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015757","Group - Owen Eastwood Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015758","Group - Michael Edmund Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015759","Group - Eland Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015760","Group - Venetia Fane Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015761","Group - Walter Frey Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015763","Group - Grail Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015764","Group - Dr Robert Graham Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015765","Group - Graham Boxall Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015768","Group - Hugo Heerema Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015769","Group - Herc Hefer Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015770","Group - Heusden Wiersum Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015772","Group - In Haus International Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015773","Group - International Research Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015774","Group - Issoudun Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015775","Group - Austen Janes Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015776","Group - Andreas Kannellopoulous Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015778","Group - Kite Warren Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015779","Group - Jacques Labesse Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015780","Group - Land Securities Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015781","Group - Le Cuirot Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015782","Group - David John Lewis Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015783","Group - Lundgren Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015784","Group - Marek Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015785","Group - Maroun Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015786","Group - Masonite International Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015787","Group - Mayshiel Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015788","Group - Lennie McGeoch Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015789","Group - Maxwell Mellor Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015790","Group - Miller Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015791","Group - Thyra Moller Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015792","Group - Mowinckel Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015793","Group - MS International Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015794","Group - Multiple Sclerosis Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015795","Group - Nerwan Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015796","Group - Niehans Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015797","Group - Noble Fund Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015798","Group - Omis Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015799","Group - Onterio Finance Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015800","Group - Ortuzar Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015801","Group - Owen Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015802","Group - Padulli Family GrouP","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015804","Group - Peregrine Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015805","Group - Perkins Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015806","Group - Pinchard Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015808","Group - Rawbone Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015809","Group - Frank Richardson Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015810","Group - Alan Rind Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015812","Group - Schroder Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015813","Group - Sherbeck Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015814","Group - SUN Capital Partner Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015816","Group - Threadneedle Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015817","Group - T M & F Overseas Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015819","Group - Churt Ling Tse Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015820","Group - Unsgaard Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015821","Group - Valentine Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015822","Group - Valldi Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015823","Group - Van Ekris Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015824","Group - Union Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015825","Group - Vittoria Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015826","Group - Michael Weaver Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015827","Group - Williams Lea Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015828","Group - Trevor Williams Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015829","Group - Alan Young Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015832","Group - INEOS Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015833","Group - Barclays Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015834","Group - Holiday Extras Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015836","Group - Bourne Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015839","Group - Aberdeen Asset Management Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015840","Group - Conegate Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015843","Group - Andrew Baxter Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015845","Group - Diageo Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015846","Group - Cameron Hannah Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015849","Group - Appleby (Private Clients - Staff) Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015853","Group - Stockport Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015854","Group - Brookhouse Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015855","Group - Glenn Maud Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015857","Group - Pickering Developments Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015862","Group - BlueBay Asset Management Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015865","Group - Lamont Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015866","Group - Lazari Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015867","Group - Singh Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015872","Group - Dubai International Capital Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015875","Group - Oxford Investment Partners Limited Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015876","Group - Travis Perkins PLC Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015877","Group - HCREP Holdings Limited Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015879","Group - M Bhatkuly Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015881","Group - PV Crystalox Solar plc Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015885","Group - SThree plc Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015892","Group - Ferrexpo Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015893","Group - Invista Real Estate Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015897","Group - Safestore Holdings Limited Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015901","Group - Think Money Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015904","Group - Usmanov Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
"80015905","Group - PMM Partners Group","","","Paradise Papers - Appleby","Appleby data is current through 2014",""
